quote,author,category
"He’d no longer be a grade-motivated person. He’d be a knowledge-motivated person. He would need no external pushing to learn. His push would come from inside. He’d be a free man. He wouldn’t need a lot of discipline to shape him up. In fact, if the instructors assigned him were slacking on the job he would be likely to shape them up by asking rude questions. He’d be there to learn something, would be paying to learn something and they’d better come up with it.Motivation of this sort, once it catches hold, is a ferocious force...","Robert M. Pirsig, Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values","how-to-get-motivated, learning, motivation, students"
Do not rest on your laurels when you get to the top, you risk losing your edge once you let success go to your head.,Roy T. Bennett
Your beliefs are decisions, they are choices. First you choose your beliefs. Then your beliefs affect your choices.,Roy T. Bennett
Dare to be more than ordinary... Dare to be extraordinary.,Imania Margria,"dare, dare-to-be, dare-to-dream, dare-to-win, dreams, goals, goals-in-life, hope, imania-margria, inspiration, inspirational, inspirational-life, inspirational-quote, inspirational-quotes, life, love, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, never-give-up"
"If you wait for the mango fruits to fall, you'd be wasting your time while others are learning how to climb the tree","Michael Bassey Johnson, Master of Maxims","action, activity, agility, attempt, ballgame, beginning, business, climb, do, enterprise, fact, facts, fall, fatigue, food-for-thought, free, free-gift, fruit, hard-work, hardwork, idle, idleness, independence, industry, inspiring, laziness, lazy, learning, life, mango, maxim, motion, motivation, on-top, opportunity, paradox, practice, readiness, ready, selfish, selfishness, start, time, tree, truth, up, waiting, waste, winner, wisdom, yield"
Your beliefs affect your choices. Your choices shape your actions. Your actions determine your results. The future you create depends upon the decisions you make and actions you take today.,Roy T. Bennett,"action, belief, beliefs, believe, choice, choices, decision, future, inspiration, inspirational, inspirational-quotes, inspire, inspiring, leader, leaders, leadership, life, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking"
"Those who talk more about others' wrongs are actually Perilous, Be Careful.",Mohith Agadi,"inspiration, inspirational, inspirational-quotes, life, life-quotes, motivation, motivational, motivational-quotes, perilous, quotes, quotes-by-mohith"
All Superheroes are differently abled.All differently abled are Superheroes.,Mohith Agadi,"differently-abled, life, life-quotes, motivation, motivational, motivational-quotes, quotes, quotes-by-mohith, super-heroes, talents"
"I’m a doer.I do.So. When I say I’m going to do something, I do it. When I say I’m going to do something, I really do it. I throw myself into it and I do. I do my ass off. I do right up to the finish line. No matter what.No.Matter.What.","Shonda Rhimes, Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",motivation
Let us Build the Boat first to cross the River.,"Prakhar Srivastav, Tamanna: The Ambition of Dreams","attitude, inspiration, life, motivation"
"Secrets are a part of life. Their mysteries make our world beautiful. Their depths inspire our hearts, intrigue our minds, and embrace our very souls.",Imania Margria,"dreams, hearts, hope, imania-margria, inspiration, inspirational, inspirational-life, inspirational-quote, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-philosophy, life-quotes, mind-body-spirit, motivate, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, muse, secrets, soul, soul-searching, wisdom"
If achieving a desired goal was easy why would anyone bother. There'd be no fun.,Veronica Purcell,"challenge, goals, goals-and-dreams, motivation"
"Some people find life boring, there’s too much time. Few find Life so exciting that there’s no time at all and Life just zooms by",RVM,"inspiration, motivation"
"Never worry about the Past, it brings Tears. Don’t think too much about the Future, it brings Fears. Live in the Present Moment with a Smile, it brings Cheers!!",RVM,"inspiration, motivation"
"It's rewarding if you have an opportunity to do something or to serve, you always give in your best. The world has changed, yes! But that shouldn't make you behave otherwise to the detriment of yourself or your neighbor. What you sow is what you get, sow good seed into people and you will get the best from them. Also, being honest will not get you a lot of friends, but surely it will get you the right ones.",Chidiebere Prosper Agbugba,"great, honesty, inspirational-quotes, motivation, seed"
"Whenever negativity makes us drip, Inspiration creates a flip from Negative to Positive.",RVM,"inspiration, motivation"
Don’t complain about difficult situations. They contain in them the motivation to succeed.,Chinonye J. Chidolue,"complaining-about-your-struggles, complains-quotes, difficult-situations, difficulties, difficulties-quotes, difficulty, inspiration, inspirational-quotes, keep-pushing-ahead, keep-pushing-forward, motivation, motivational-quotes, success-quotes"
"Learn,Teach n be Innovative",Md Shahbaz Alam,motivation
"Think of Today, not Tomorrow. It’s time to be Happy, not live a Life of Sorrow. Find out those things that make you Glad & eliminate those that make you Sad.",RVM,"inspiration, motivation"
"Problems are everywhere, so are Solutions. Unfortunately, we see more of the Problems than the Solutions.",RVM,"inspiration, motivation"
"Life teaches us many lessons daily, even from our mishaps, only if we pay attention",Bernard Kelvin Clive,"inspiration, life-lessons, life-lessons-quotes, motivation"
"Set backs and failures are the major motivations in life.Some are so painful that don't kill maybe that's why they make me strong, immune and a reason to fight with myself.",Himmilicious,motivation
A rainbow in the sky or a bird that can fly often create Joy that money can't buy!,RVM,"inspiration, motivation"
Everyday I'm inspired to inspire others.,Chidiebere Prosper Agbugba,"inspirational-quotes, inspired, motivation"
"You've got to pick your battles, Pen, but then fight to the death for the ones that matter.","Tiffany Schmidt, Hold Me Like a Breath","choose-your-battles-wisely, don-t-give-up, motivation"
"Butterflies don't know their wings' Colors, but others see their Splendor.",Mohith Agadi,"life, life-quotes, motivation, motivational, motivational-quotes, quotes, quotes-by-mohith, splendor"
You cannot move things by not moving.,"Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem","change, changing-your-life, dreams, just-do-it, make-things-happen, motivation, move, move-things, success, suzy-kassem"
"If there was no such thing as 'Competition' , would there be such a thing as 'Success",Hiba Fatima Ahmad,"competition, competition-quotes, motivation, strive-to-achieve-success, success, success-quotes"
"You've got your Brain, Google, and most importantly, you've got Youtube. Use'em!",Olawale Daniel,"accomplishments, brain, fulfilment, google, growth, growth-hacking, motivation, problem-solver, procrastinating, self-help, self-improvement, solution, youtube"
"In most cases, you look for what you don't have. It limits and stagnates you. And unfortunately, you don't know know how to use what you do have. Yes, you've got your Brain, Google, and most importantly, you've got Youtube. Use'em to your advantage! They are powerful channels you can harness for maximum accomplishments in your life.",Olawale Daniel,"accomplishments, advantages, brain, channels, do-it-now, fulfilment, google, growth, growth-hacking, harness, maximum, motivation, now, power, powerful, problem-solver, procrastinating, self-help, self-improvement, solution, success-quotes, youtube"
