quote,author,category
"When you are walking down the road in Bali and your pass a stranger, the very first question he or she will ask you is, ""Where are you going?"" The second question is, ""Where are you coming from?"" To a Westerner, this can seem like a rather invasive inquiry from a perfect stranger, but they're just trying to get an orientation on you, trying to insert you into the grid for the purposes of security and comfort. If you tell them that you don't know where you're going, or that you're just wandering about randomly, you might instigate a bit of distress in the heart of your new Balinese friend. It's far better to pick some kind of specific direction -- anywhere -- just so everybody feels better.The third question a Balinese will almost certainly ask you is, ""Are you married?"" Again, it's a positioning and orienting inquiry. It's necessary for them to know this, to make sure that you are completely in order in your life. They really want you to say yes. it's such a relief to them when you say yes. If you're single, it's better not to say so directly. And I really recommend that you not mention your divorce at all, if you happen to have had one. It just makes the Balinese so worried. The only thing your solitude proves to them is your perilous dislocation from the grid. If you are a single woman traveling through Bali and somebody asks you, ""Are you married?"" the best possible answer is: ""Not yet."" This is a polite way of saying, ""No,"" while indicating your optimistic intentions to get that taken care of just as soon as you can.Even if you are eighty years old, or a lesbian, or a strident feminist, or a nun, or an eighty-year-old strident feminist lesbian nun who has never been married and never intends to get married, the politest possible answer is still: ""Not yet.","Elizabeth Gilbert, Eat, Pray, Love","life, purpose, travel"
"Tell me, Blaise, are we very far from Montmartre?'WorriesForget your worriesAll the stations full of cracks tilted along the wayThe telegraph wires they hang fromThe grimacing poles that gesticulate and strangle themThe world stretches lengthens and folds in like an accordion tormented by a sadistic handIn the cracks of the sky the locomotives in angerFleeAnd in the holes,The whirling wheels the mouths the voicesAnd the dogs of misfortune that bark at our heelsThe demons are unleashedIron railsEverything is off-keyThe broun-roun-roun of the wheelsShocksBouncesWe are a storm under a deaf man's skull...'Tell me, Blaise, are we very far from Montmartre?'Hell yes, you're getting on my nerves you know very well we're far awayOverheated madness bellows in the locomotivePlague, cholera rise up like burning embers on our wayWe disappear in the war sucked into a tunnelHunger, the whore, clings to the stampeding cloudsAnd drops battle dung in piles of stinking corpsesDo like her, do your job'Tell me, Blaise, are we very far from Montmartre?","Blaise Cendrars, Prose of the Trans-Siberian and of the Little Jeanne de France","train, trains, travel"
"Real travel is not about the highlights with which you dazzle your friends once you're home. It's about the loneliness, the solitude, the evenings spent by yourself, pining to be somewhere else. Those are the moments of true value. You feel half proud of them and half ashamed and you hold them to your heart.","Tahir Shah, In Arabian Nights: A Caravan of Moroccan Dreams","alone, travel, traveler"
After a day and a half or so the traveler will realize that crossing the continent by Interstate he gets to know the country about as well as a cable messenger knows the sea bottom.,"Wallace Stegner, American Places",travel
We all look back at some time or other and wonder why we didn't listen to our instincts. Why did we hestiate? Why did we lose our dreams?,"Diane Griffith, Chasing Dreams in Lefkas","descriptive, greek-island, heart-warming, humerous, travel, true-adventure, vw-camper"
"In the cramped confines of the toilet I had trouble getting out of my wet trousers, which clung to my legs like a drowning man. The new ones were quite complicated too in that they had more legs than a spider; either that or they didn't have enough legs to get mine into. The numbers failed to add up. Always there was one trouser leg too many or one of my legs was left over. From the outside it may have looked like a simple toilet, but once you were locked in here the most basic rules of arithmetic no longer held true.","Geoff Dyer, Yoga for People Who Can't Be Bothered to Do It","being-stoned, drugs, humor, humour, lmao, travel"
"I bow my head submissively and see that my chest is heaving, already dotted with the telltale ﬂush of sexual arousal.","Donna George Storey, Amorous Woman","erotica, erotica-romance, japan, tourism, travel"
The pen is truly mightier than the sword. Unless you're holding a pen and the other guy's holding a sword.,"Dave Besseling, The Liquid Refuses to Ignite","humour, travel"
"Soon you catch your first glimpse of a vineyard basking in the sun, its broad leaves silently turning sunlight into sugar, ripening vitis vinifera, the European grapes that make the world’s finest wines. For a moment you might imagine you’ve been mysteriously wafted to the French countryside, but no, this is the East End of Long Island, the most exciting new wine region in North America. You’ve reached your destination, but your journey of discovery has barely begun","Jane Taylor Starwood, Long Island Wine Country: Award-Winning Vineyards Of The North Fork And The Hamptons","food, long-island, nonfiction, travel, wine"
"Be as intellectual as you like about it, but India is brilliantly mad. And if you want to love it, you have to hate it first.","Simon Dring, On The Road Again: Thirty Years on the Traveller's Trail to India","india, madness-and-civilization, travel"
